4160,4159,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
2831,2830,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4162,4161,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
2833,2832,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4144,4143,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
2835,2834,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4146,4145,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4148,4147,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4150,4149,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4152,4151,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4154,4153,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4156,4155,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4158,4157,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4164,4163,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4166,4165,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4168,4167,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
2837,2836,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
2839,2838,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
3599,3598,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
2841,2840,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
3440,3439,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
3431,3430,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
2337,2336,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4170,4169,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4172,4171,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4174,4173,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4176,4175,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4178,4177,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
2967,2966,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4180,4179,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4182,4181,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
2847,2846,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4061,4060,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4184,4183,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
4186,4185,2,2,true,true,false,true,false,true,false,true,true,false,1 2,0 0,1981 1978,0 0,,
2650,2600,1,1,true,false,false,true,false,true,false,true,true,false,1,0,1981,0,,
2651,2601,1,1,true,false,false,true,false,true,false,true,true,false,2,950,10028,0,,
2652,2601,1,1,true,false,false,true,false,true,false,true,true,false,1,0,1981,0,,
2653,2602,4,4,true,false,false,true,false,true,false,true,true,false,2 3 4 5,0 0 0 0,1981 1981 1981 1979,0 0 0 0,,
2654,2602,3,3,true,false,false,true,false,true,false,true,true,false,7 6 2,0 0 0,1981 10007 1981,0 0 0,,
2756,2602,1,1,true,false,false,true,false,true,false,true,true,false,1,0,1981,0,,
2655,2603,4,4,true,false,false,true,false,true,false,true,true,false,2 3 4 5,0 0 0 0,1981 1981 1981 1979,0 0 0 0,,
2757,2603,1,1,true,false,false,true,false,true,false,true,true,false,1,0,1981,0,,
2656,2604,2,2,true,false,false,true,false,true,false,true,true,false,2 3,0 0,1981 1979,0 0,,
2657,2604,1,1,true,false,false,true,false,true,false,true,true,false,1,0,1981,0,,
